('X1', 'ch0')
('X1', 'ch0-shield')
('X1', 'ch1')
('X1', 'ch1-shield')
('X1', 'ch2')
('X1', 'ch3')
('X2', 'ch0')
('X2', 'ch0-shield')
('X3', 'ch0')
('X3', 'ch0-shield')
